Meter Consumption ID,Usage/Quantity,Cost ($),Start Date,End Date,Meter Name
2465822696,199.4,190.03,5/4/18,6/4/18,NG15
2465839764,155.91,154.85,6/4/18,7/3/18,NG15
2465845393,415.9,377.3,7/3/18,8/2/18,NG15
2467089018,228.28,213.91,8/2/18,8/31/18,NG15
2547749321,307.64,282.64,9/1/18,10/2/18,NG15
2602801239,866.43,762.15,10/2/18,10/31/18,NG15
2602940593,645.01,605.98,10/31/18,12/3/18,NG15
2603010342,429.44,468.99,12/3/18,1/3/19,NG15
2662508498,342.77,352.37,1/3/19,2/1/19,NG15
2742699015,496.29,468.59,2/2/19,3/5/19,NG15
2801037097,418.89,392.72,3/6/19,4/3/19,NG15
2894156171,500.98,436.67,4/4/19,5/3/19,NG15
3077597324,309.59,277.51,5/4/19,6/4/19,NG15
3077707974,162.04,160.3,6/5/19,7/3/19,NG15
3113807920,557.16,483.1,7/4/19,9/3/19,NG15
3289417303,452.22,376.67,9/4/19,10/2/19,NG15
3363438233,1011.86,880.52,10/3/19,11/22/19,NG15
3428317649,130.55,119.05,11/23/19,12/3/19,NG15
3697909354,198.82,191.16,12/4/19,1/3/20,NG15
3697991337,182.78,172.28,1/4/20,2/3/20,NG15
3890650964,538.36,448.36,2/4/20,3/4/20,NG15
4610737076,416.09,458.03,3/4/20,8/3/20,NG15
4611188479,64.72,80.29,8/3/20,9/1/20,NG15
4611283521,326.16,293.32,9/1/20,10/1/20,NG15
4611513783,388.89,348.08,10/1/20,10/30/20,NG15
4611621418,395.54,388.53,10/30/20,12/2/20,NG15
4611798927,480.3,466.64,12/2/20,1/4/21,NG15
4622137150,170.73,174.65,1/4/21,2/2/21,NG15
1457444194,0,0,7/1/09,7/31/09,NG16
1457444195,0,0,8/1/09,8/31/09,NG16
1457444196,0,0,9/1/09,9/30/09,NG16
1457444197,0,0,10/1/09,10/31/09,NG16
1457444198,0,0,11/1/09,11/30/09,NG16
1457444199,54406,49847.96,12/1/09,12/31/09,NG16
1457444200,13214.7,13949.33,1/1/10,1/31/10,NG16
1457444201,25855.01,27757.32,2/1/10,2/28/10,NG16
1457444202,20013.98,21100.59,3/1/10,3/31/10,NG16
1457444203,23588.58,17188.03,4/1/10,4/30/10,NG16
1457444204,22030.18,17116.4,5/1/10,5/31/10,NG16
1457444205,21552.67,16567.38,6/1/10,6/30/10,NG16
1457444206,23108.97,19353.69,7/1/10,7/31/10,NG16
1457444207,21875.62,18538.2,8/1/10,8/31/10,NG16
1457444208,18571.25,15031.87,9/1/10,9/30/10,NG16
1457444209,22313.33,16558.96,10/1/10,10/31/10,NG16
1457444210,25325.96,20666.63,11/1/10,11/30/10,NG16
1457444211,26076.18,24073.26,12/1/10,12/31/10,NG16
1457444212,23246.12,21942.22,1/1/11,1/31/11,NG16
1457444213,21368.38,20336.69,2/1/11,2/28/11,NG16
1457444214,22655.33,20320.61,3/1/11,3/31/11,NG16
1457444215,25249.67,19498.27,4/1/11,4/30/11,NG16
1457444216,19602.42,15434.26,5/1/11,5/31/11,NG16
1457444217,20834.21,16277.1,6/1/11,6/30/11,NG16
1457444218,24315.45,19077.15,7/1/11,7/31/11,NG16
1457444219,25289.82,19908.47,8/1/11,8/31/11,NG16
1457444220,23375.5,17066.84,9/1/11,9/30/11,NG16
1457444221,24456.4,17580.14,10/1/11,10/31/11,NG16
1457444222,23322.7,19460.33,11/1/11,11/30/11,NG16
1457444223,26397.21,21701.5,12/1/11,12/31/11,NG16
1457444224,23359.85,19144.59,1/1/12,1/31/12,NG16
1457444225,21493.46,16498,2/1/12,2/29/12,NG16
1457444226,25907,18704,3/1/12,3/31/12,NG16
1457444227,22960.78,13165.08,4/1/12,4/30/12,NG16
1457444228,23496.32,13107.89,5/1/12,5/31/12,NG16
1457444229,24828.08,14961.99,6/1/12,6/30/12,NG16
1457444230,22384.17,14332.8,7/1/12,7/31/12,NG16
1457444231,22281.8,14831.9,8/1/12,8/31/12,NG16
1457444232,27028.43,16893.61,9/1/12,9/30/12,NG16
1457444233,22490.94,14991.03,10/1/12,10/31/12,NG16
1457444234,23800,20043.37,11/1/12,11/30/12,NG16
1457444235,26238.87,21844.82,12/1/12,12/31/12,NG16
1457444236,19293.21,16175.38,1/1/13,1/31/13,NG16
1457444237,21422.75,17785.48,2/1/13,2/28/13,NG16
1457444238,24965.88,20890.46,3/1/13,3/31/13,NG16
1457444239,19929.25,14806.31,4/1/13,4/30/13,NG16
1457444240,23138.88,17597.67,5/1/13,5/31/13,NG16
1457444241,22303.05,16948.93,6/1/13,6/30/13,NG16
1457444242,21751.42,15509.2,7/1/13,7/31/13,NG16
1457444243,23636.78,15960.31,8/1/13,8/31/13,NG16
1457444244,25483.62,17483.12,9/1/13,9/30/13,NG16
1457444245,22801.78,15364.99,10/1/13,10/31/13,NG16
1457444246,25195.66,19958.21,11/1/13,11/30/13,NG16
1457444247,24205.91,20245.27,12/1/13,12/31/13,NG16
1457444248,18701.31,18007.48,1/1/14,1/31/14,NG16
1457444249,21382,22456.65,2/1/14,2/28/14,NG16
1457444250,28869.89,27859.12,3/1/14,3/31/14,NG16
1457444251,21550.47,16884,4/1/14,4/30/14,NG16
1457444252,8355.89,6785.2,5/1/14,5/31/14,NG16
1457444253,0,102,6/1/14,6/30/14,NG16
1449643804,475082.63,268097.19,7/1/09,7/31/09,NG2
1449643805,501545.6,255595.91,8/1/09,8/31/09,NG2
1449643806,490264.94,221957.56,9/1/09,9/30/09,NG2
1449643807,447990.79,242869.33,10/1/09,10/31/09,NG2
1449643808,359329.12,217613,11/1/09,11/30/09,NG2
1449643809,492695.43,294206.3,12/1/09,12/31/09,NG2
1449643810,522134,401777.4,1/1/10,1/31/10,NG2
1449643811,478946.89,341098.63,2/1/10,2/28/10,NG2
1449643812,439983.15,292115.78,3/1/10,3/31/10,NG2
1449643813,426562,235260.45,4/1/10,4/30/10,NG2
1449643814,293639.25,175302.75,5/1/10,5/31/10,NG2
1449643815,455748.61,267077.66,6/1/10,6/30/10,NG2
1457365980,470263.06,305442.27,7/1/10,7/31/10,NG2
1457365981,463875.99,305123.91,8/1/10,8/31/10,NG2
1457365982,509570.53,275179.8,9/1/10,9/30/10,NG2
1457365983,329433.13,184422.82,10/1/10,10/31/10,NG2
1457365984,455600.72,230547,11/1/10,11/30/10,NG2
1457365985,523080.9,318732.3,12/1/10,12/31/10,NG2
1457365986,420674.28,243809,1/1/11,1/31/11,NG2
1457365987,473767.04,291278.56,2/1/11,2/28/11,NG2
1457365988,494661.71,276606.19,3/1/11,3/31/11,NG2
1457365989,426492.12,252763.83,4/1/11,4/30/11,NG2
1457365990,265414.7,161165.1,5/1/11,5/31/11,NG2
1457365991,479519.28,288285.4,6/1/11,6/30/11,NG2
1457365992,499576.05,302658.94,7/1/11,7/31/11,NG2
1457365993,475783.98,289835.15,8/1/11,8/31/11,NG2
1457365994,485943.08,269878.74,9/1/11,9/30/11,NG2
1457365995,459157.46,250286.61,10/1/11,10/31/11,NG2
1457365996,415877.76,217774.92,11/1/11,11/30/11,NG2
1457365997,489176.57,248655.95,12/1/11,12/31/11,NG2
1457365998,415435,198919.38,1/1/12,1/31/12,NG2
1457365999,498288,217361.98,2/1/12,2/29/12,NG2
1457366000,490051.27,201819.72,3/1/12,3/31/12,NG2
1457366001,449004.27,167251.02,4/1/12,4/30/12,NG2
1457366002,171455.31,61057.1,5/1/12,5/31/12,NG2
1457366003,498832.29,197930,6/1/12,6/30/12,NG2
1457443399,532001.93,230309.97,7/1/12,7/31/12,NG2
1457443400,510339.82,233385.19,8/1/12,8/31/12,NG2
1457443401,519115.47,216945.1,9/1/12,9/30/12,NG2
1457443402,459121.88,210381.9,10/1/12,10/31/12,NG2
1457443403,504735.07,253960.55,11/1/12,11/30/12,NG2
1457443404,434312.23,228492.97,12/1/12,12/31/12,NG2
1457443405,392377.75,193117,1/1/13,1/31/13,NG2
1457443406,517806.65,252747.96,2/1/13,2/28/13,NG2
1457443407,537737.09,273780.77,3/1/13,3/31/13,NG2
1457443408,487297.26,275311.2,4/1/13,4/30/13,NG2
1457443409,272849.29,159217.3,5/1/13,5/31/13,NG2
1457443410,312209.02,182998.37,6/1/13,6/30/13,NG2
1457443411,113460.83,64601.86,7/1/13,7/31/13,NG2
1457443412,143450.32,86033.82,8/1/13,8/31/13,NG2
1457443413,430802.02,232665.86,9/1/13,9/30/13,NG2
1457443414,405243.05,208296.84,10/1/13,10/31/13,NG2
1457443415,410285.9,215507.04,11/1/13,11/30/13,NG2
1457443416,433038.58,221920.77,12/1/13,12/31/13,NG2
1457443417,414247.32,205650.81,1/1/14,1/31/14,NG2
1457443418,347554.28,141436.52,2/1/14,2/28/14,NG2
1457443419,190023.82,153454.33,3/1/14,3/31/14,NG2
1457443420,225184.44,158223.05,4/1/14,4/30/14,NG2
1457443421,258503.23,170038,5/1/14,5/31/14,NG2
1457443422,142835.68,86174.96,6/1/14,6/30/14,NG2
1703769400,249893,144412,7/1/14,7/31/14,NG2
1703769401,501440,259806,8/1/14,8/31/14,NG2
1703769402,482727,257522,9/1/14,9/30/14,NG2
1703769403,176926,95657,10/1/14,10/31/14,NG2
1703769404,455076,233972,11/1/14,11/30/14,NG2
1703769405,479755,273363,12/1/14,12/31/14,NG2
1703769406,492070,226325,1/1/15,1/31/15,NG2
1703769407,428778,263491,2/1/15,2/28/15,NG2
1703769408,490202,210955,3/1/15,3/31/15,NG2
1703769409,459288,183646,4/1/15,4/30/15,NG2
1703769410,330555,129959,5/1/15,5/31/15,NG2
1703769411,380060,160738,6/1/15,6/30/15,NG2
4246799790,6131772.7,Not Available,7/1/15,7/31/16,NG2
2389029753,411567.18,163417.68,8/1/16,8/31/16,NG2
2389029754,460189.49,191967.91,9/1/16,9/30/16,NG2
2389029816,434679.29,186906.27,10/1/16,10/31/16,NG2
2389029817,413978.53,169813.04,11/1/16,11/30/16,NG2
2389030488,287658.89,131652.69,12/1/16,12/31/16,NG2
2389032627,0,142.09,1/1/17,1/31/17,NG2
2389033298,0,142.09,2/1/17,2/28/17,NG2
2389033299,266838.64,160040.74,3/1/17,3/31/17,NG2
2389033300,433188.41,195851.85,4/1/17,4/30/17,NG2
2389033301,263437.38,118287.43,5/1/17,5/31/17,NG2
2457863082,392944.1,182101.93,6/1/17,7/1/17,NG2
2389033303,483960.38,216457.5,7/1/17,7/31/17,NG2
2389033860,477804.02,208595.56,8/1/17,8/31/17,NG2
2389035280,399679.21,175038.14,9/1/17,9/30/17,NG2
2389035281,517713.81,225507.99,10/1/17,10/31/17,NG2
2389035282,491519.55,202848.63,11/1/17,11/30/17,NG2
2389037273,521347.32,232423.61,12/1/17,12/31/17,NG2
2389037274,520928.86,214946.97,1/1/18,1/31/18,NG2
2389041141,502442.91,253602.63,2/1/18,2/28/18,NG2
2389041142,248320.63,100133.5,3/1/18,3/14/18,NG2
2490881709,45783.04,18532.49,3/15/18,3/31/18,NG2
2389041143,147043.78,59682,4/1/18,4/30/18,NG2
2389041637,246583.07,103257.92,5/1/18,5/31/18,NG2
2465836689,360620.91,152893.1,6/1/18,6/30/18,NG2
2465844262,517281.11,225427.67,7/1/18,7/31/18,NG2
2467090731,544301.96,227542.68,8/1/18,8/31/18,NG2
2547757558,342926.53,145972.47,9/1/18,9/30/18,NG2
2602813157,0,139.87,10/1/18,10/31/18,NG2
2602949125,418742.77,186876.85,11/1/18,11/30/18,NG2
2603017443,534406.95,322853.33,12/1/18,12/31/18,NG2
2779490168,498671.5,256501.09,1/1/19,1/31/19,NG2
2779490204,507746.48,224148.99,2/1/19,2/28/19,NG2
2801039831,554882.46,236483.51,3/1/19,3/31/19,NG2
2894157783,481426.37,199283.27,4/1/19,4/30/19,NG2
3077604832,267425.71,106761.64,5/1/19,5/31/19,NG2
3077718520,493453.12,201387.08,6/1/19,6/30/19,NG2
3113808273,484323.04,179363.38,7/1/19,7/31/19,NG2
3187421412,576640.46,204738.71,8/1/19,8/31/19,NG2
3289418715,564714.32,208186.15,9/1/19,9/30/19,NG2
3363441956,401612.44,156418.87,10/1/19,10/31/19,NG2
3428320265,338288.86,137588.04,11/1/19,11/30/19,NG2
3697992491,123386.62,48905.02,12/1/19,12/31/19,NG2
3918021442,32999.63,12074.59,1/1/20,1/16/20,NG2
3912161166,302576.48,109934.28,1/17/20,1/31/20,NG2
3890652203,567530.85,191389.1,2/1/20,2/29/20,NG2
4608779845,571544.13,189.28,3/1/20,3/31/20,NG2
4608900653,145928.89,45670.82,4/1/20,4/30/20,NG2
4609100332,0,171.5,5/1/20,5/31/20,NG2
4609146329,0,171.5,6/1/20,6/30/20,NG2
4610756465,0,173.21,7/1/20,7/31/20,NG2
4611213773,0,174.83,8/1/20,8/31/20,NG2
4611289251,195766.32,79289.09,9/1/20,9/30/20,NG2
4611517167,345243.28,122605,10/1/20,10/31/20,NG2
4611643876,406323.35,181366.6,11/1/20,11/30/20,NG2
4611808008,361984.2,158584.43,12/1/20,12/31/20,NG2
4622140515,384892.98,151759.6,1/1/21,1/31/21,NG2
1449641572,0,0,7/1/09,7/31/09,NG3
1449641573,0,0,8/1/09,8/31/09,NG3
1449641574,0,0,9/1/09,9/30/09,NG3
1449641575,17198.94,14576.66,10/1/09,10/31/09,NG3
1449641576,4155.42,4508.84,11/1/09,11/30/09,NG3
1449641577,1550,1731.03,12/1/09,12/31/09,NG3
1449641578,13590.47,17099.17,1/1/10,1/31/10,NG3
1449641579,9587.77,10121,2/1/10,2/28/10,NG3
1449641580,4057.31,4551.77,3/1/10,3/31/10,NG3
1449641581,3022.18,2304.87,4/1/10,4/30/10,NG3
1449641582,3912.88,3140.84,5/1/10,5/31/10,NG3
1449641584,5060.24,3979.95,6/1/10,6/30/10,NG3
1457370455,7048.45,5997.86,7/1/10,7/31/10,NG3
1457370456,6565.07,5662.6,8/1/10,8/31/10,NG3
1457370457,7807.07,5721.57,9/1/10,9/30/10,NG3
1457370458,3851.1,2975.12,10/1/10,10/31/10,NG3
1457370459,3564.46,3329.88,11/1/10,11/30/10,NG3
1457370460,8410,7905.46,12/1/10,12/31/10,NG3
1457370461,8265.84,7999.83,1/1/11,1/31/11,NG3
1457370462,7242.43,7094.72,2/1/11,2/28/11,NG3
1457370463,4917.19,4894.37,3/1/11,3/31/11,NG3
1457370464,3777.38,3037.43,4/1/11,4/30/11,NG3
1457370465,4348.26,3533.89,5/1/11,5/31/11,NG3
1457370466,6400.03,5098.26,6/1/11,6/30/11,NG3
1457370467,9624.61,7637.38,7/1/11,7/31/11,NG3
1457370468,6344.18,5102.73,8/1/11,8/31/11,NG3
1457370469,7524.39,5591.91,9/1/11,9/30/11,NG3
1457370470,4047.74,3030.54,10/1/11,10/31/11,NG3
1457370471,3124.41,3395.27,11/1/11,11/30/11,NG3
1457370472,4225.96,4157.88,12/1/11,12/31/11,NG3
1457370473,7197.32,5931.89,1/1/12,1/31/12,NG3
1457370474,6097.47,4543.6,2/1/12,2/29/12,NG3
1457370475,2510,2191.16,3/1/12,3/31/12,NG3
1457370476,3798.43,2298.79,4/1/12,4/30/12,NG3
1457370477,4721.01,2749.48,5/1/12,5/31/12,NG3
1457370478,7637.48,4702.85,6/1/12,6/30/12,NG3
1457442428,16309,10473.45,7/1/12,7/31/12,NG3
1457442429,50323.44,32567.79,8/1/12,8/31/12,NG3
1457442430,34990.43,21325.43,9/1/12,9/30/12,NG3
1457442431,45918.78,29819.87,10/1/12,10/31/12,NG3
1457442432,14955.16,10773.03,11/1/12,11/30/12,NG3
1457442433,79079.75,55434.45,12/1/12,12/31/12,NG3
1457442434,166119.55,108503.86,1/1/13,1/31/13,NG3
1457442435,84230.55,55842.4,2/1/13,2/28/13,NG3
1457442436,46463.34,31592.69,3/1/13,3/31/13,NG3
1457442437,8897.35,6856.87,4/1/13,4/30/13,NG3
1457442438,26005.19,19522.43,5/1/13,5/31/13,NG3
1457442439,120392,88780.91,6/1/13,6/30/13,NG3
1457442440,120585.06,82991.35,7/1/13,7/31/13,NG3
1457442441,161677.48,104854.62,8/1/13,8/31/13,NG3
1457442442,167524.88,110645.88,9/1/13,9/30/13,NG3
1457442443,95543.66,62030.62,10/1/13,10/31/13,NG3
1457442444,90444.96,58206.98,11/1/13,11/30/13,NG3
1457442445,135330.35,91513.95,12/1/13,12/31/13,NG3
1457442446,125583.33,96351.61,1/1/14,1/31/14,NG3
1457442447,150136.45,133376.91,2/1/14,2/28/14,NG3
1457442448,96244.73,78392.78,3/1/14,3/31/14,NG3
1457442449,119610.32,90612.3,4/1/14,4/30/14,NG3
1457442450,104511.09,81611,5/1/14,5/31/14,NG3
1457442451,118867.35,89627.5,6/1/14,6/30/14,NG3
1703774378,6756,5195,7/1/14,7/31/14,NG3
1703774379,6446,4647,8/1/14,8/31/14,NG3
1703774380,374,371,9/1/14,9/30/14,NG3
1703774381,7740,5586,10/1/14,10/31/14,NG3
1703774382,5049,4645,11/1/14,11/30/14,NG3
1703774383,5576,5351,12/1/14,12/31/14,NG3
1703774384,8074,6554,1/1/15,1/31/15,NG3
1703774385,10316,8113,2/1/15,2/28/15,NG3
1703774386,5687,4848,3/1/15,3/31/15,NG3
1703774387,2895,1710,4/1/15,4/30/15,NG3
1703774388,4509,2581,5/1/15,5/31/15,NG3
1703774389,5522,3239,6/1/15,6/30/15,NG3
4246823782,109739.2,Not Available,7/1/15,11/30/16,NG3
2457862093,6459.48,5274.21,12/1/16,1/3/17,NG3
2418895829,5677,5154.56,1/3/17,2/1/17,NG3
2418895830,5432.94,4479.16,2/1/17,3/3/17,NG3
2418895831,5760.7,4302.97,3/3/17,4/3/17,NG3
2418895832,3333.1,2260.57,4/3/17,5/3/17,NG3
2418895833,3332.1,2224.25,5/3/17,6/2/17,NG3
2418895834,6159.16,4103.03,6/2/17,7/3/17,NG3
2418895835,7432.88,4809.02,7/3/17,8/2/17,NG3
2418895836,6273.62,4015.86,8/2/17,8/31/17,NG3
2418895837,6799.98,4344.1,8/31/17,10/2/17,NG3
2418895838,3662.43,2382.45,10/2/17,10/31/17,NG3
2418895839,3962.03,3292.43,10/31/17,12/1/17,NG3
2418895840,7663.8,6041.13,12/1/17,1/3/18,NG3
2465678876,7088.48,5517.54,1/3/18,2/1/18,NG3
2465682067,5949.21,5203.33,2/1/18,3/5/18,NG3
2465688558,5529.6,4405.83,3/5/18,4/4/18,NG3
2465776761,3890.12,2432.76,4/5/18,5/3/18,NG3
2465815421,5262.96,3323.48,5/4/18,6/4/18,NG3
2465836730,5863.02,3728.12,6/4/18,7/3/18,NG3
2467091431,7187.07,4621.2,7/3/18,8/2/18,NG3
2467091154,7245.44,4529.89,8/2/18,8/31/18,NG3
2547759601,6829.91,4335.77,9/1/18,10/2/18,NG3
2602816762,3870.66,2548.53,10/2/18,10/31/18,NG3
2602952763,4665.6,4036.1,10/31/18,12/3/18,NG3
2603019091,4798.23,4675.5,12/3/18,1/3/19,NG3
2662514895,7138.42,5915.42,1/3/19,2/1/19,NG3
2742710370,7385.51,5646.65,2/2/19,3/5/19,NG3
2801040055,4698.27,3912.19,3/6/19,4/3/19,NG3
2894157837,2990.1,1889.79,4/4/19,5/3/19,NG3
3077611237,3975.29,2414.82,5/4/19,6/4/19,NG3
3077728851,5515.51,3317.92,6/5/19,7/2/19,NG3
3113808480,7349.52,4094.04,7/3/19,8/2/19,NG3
