Meter Consumption ID,Usage/Quantity,Cost ($),Start Date,End Date,Meter Name
3187425408,10915.76,5849.1,8/3/19,8/30/19,NG3
3289420064,10562.9,5841.27,8/31/19,10/1/19,NG3
3363441964,3756.65,2242.38,10/2/19,10/30/19,NG3
3428322803,5146.95,4087.17,10/31/19,12/3/19,NG3
3697911841,5682,4340.63,12/4/19,1/2/20,NG3
3890660581,5229.17,3924.04,1/3/20,1/31/20,NG3
3890652777,6185.42,4049.9,2/1/20,3/3/20,NG3
4608788266,3059.13,2480.55,3/3/20,4/2/20,NG3
4608904275,2223.82,1207.77,4/2/20,5/1/20,NG3
4609101334,2438.39,1338.88,5/1/20,6/3/20,NG3
4609148364,5507.33,2777.09,6/3/20,7/2/20,NG3
4610759928,7887.51,3702.51,7/2/20,7/31/20,NG3
4611217738,7940.06,4059.69,7/31/20,9/1/20,NG3
4611291051,5304.34,3156.59,9/1/20,9/30/20,NG3
4611518558,1321.38,834.52,9/30/20,10/30/20,NG3
4611645940,4136.45,3488.53,10/30/20,12/1/20,NG3
4611811611,6510.75,4923.47,12/1/20,12/31/20,NG3
4622141303,5966.1,4342.67,12/31/20,2/2/21,NG3
2457907572,634.12,592.79,12/1/16,1/3/17,NG4
2458133153,2454.65,2584.73,1/3/17,2/1/17,NG4
2458094408,955.78,924.48,2/1/17,3/3/17,NG4
2458155841,3916.1,3625.84,3/3/17,4/3/17,NG4
2464653774,1955.95,1716.69,4/3/17,5/3/17,NG4
2465386734,1099.84,958.94,5/3/17,6/2/17,NG4
2465388957,62.78,67.3,6/2/17,7/3/17,NG4
2465395260,1273.1,1105.45,7/3/17,8/2/17,NG4
2465458115,36.55,43.42,8/2/17,8/31/17,NG4
2465534922,2390.6,2043.66,8/31/17,10/2/17,NG4
2465544294,1613.56,1379.4,10/2/17,10/31/17,NG4
2465550100,1599.91,1421.32,10/31/17,12/1/17,NG4
2465559397,1191.75,1061.97,12/1/17,1/3/18,NG4
2465681071,3028.47,2794.82,1/3/18,2/1/18,NG4
2465688013,1356.39,1299.64,2/1/18,3/5/18,NG4
2465833201,2299.7,1934.3,3/5/18,6/4/18,NG4
2465837308,273.11,241.12,6/4/18,7/3/18,NG4
2466063100,452.38,396.27,7/3/18,8/2/18,NG4
2467085587,855.78,723.78,8/2/18,8/31/18,NG4
2547724958,1497.41,1270.18,9/1/18,10/2/18,NG4
2602747855,1683.67,1446.29,10/2/18,10/31/18,NG4
2602824262,1553.46,1388.18,10/31/18,12/3/18,NG4
2602981804,1077.8,1107.08,12/3/18,1/3/19,NG4
2742621482,2498.29,2318.57,1/4/19,3/5/19,NG4
2801030076,1309.29,1155.12,3/6/19,4/3/19,NG4
2894113902,754.63,626.66,4/4/19,5/3/19,NG4
3077564500,2278.34,1828.75,5/4/19,6/4/19,NG4
3077618886,502.83,417.69,6/5/19,7/2/19,NG4
3113803840,660.45,518.4,7/3/19,8/2/19,NG4
3187401279,751.23,576.05,8/3/19,8/30/19,NG4
3289355086,1944.64,1499.43,8/31/19,10/1/19,NG4
3363316712,1843.34,1550.03,10/2/19,10/30/19,NG4
3428273661,1739.3,1480.74,10/31/19,12/2/19,NG4
3697881056,1079.89,886.7,12/3/19,1/2/20,NG4
3697945045,697.5,552.65,1/3/20,1/31/20,NG4
3890588665,1978.2,1548.26,2/1/20,3/3/20,NG4
4608729549,854.25,637.98,3/3/20,4/2/20,NG4
4608834305,194.33,153.86,4/2/20,5/1/20,NG4
4609083412,221.01,175.32,5/1/20,6/3/20,NG4
4609111189,195.87,154.91,6/3/20,7/2/20,NG4
4610704634,195.49,149.76,7/2/20,7/31/20,NG4
4611139919,221.2,176.94,7/31/20,9/1/20,NG4
4611252474,198.63,175.33,9/1/20,9/30/20,NG4
4611414113,202.81,168.66,9/30/20,10/30/20,NG4
4611562775,216.61,199.06,10/30/20,12/1/20,NG4
4611733188,185.21,173.53,12/1/20,12/31/20,NG4
4622122079,1026.47,909.5,12/31/20,2/2/21,NG4
2458135735,139.36,152.12,12/1/16,2/1/17,NG5
2458146201,233.43,236.31,2/1/17,3/3/17,NG5
2458155816,184.88,174.63,3/3/17,4/3/17,NG5
2464653755,180.68,169.81,4/3/17,5/3/17,NG5
2465383508,97.79,96.56,5/3/17,6/2/17,NG5
2465383630,25.11,34.35,6/2/17,7/3/17,NG5
2465395812,28.2,36.6,7/3/17,8/2/17,NG5
2465457563,36.55,43.42,8/2/17,8/31/17,NG5
2465533736,180.68,165.95,8/31/17,10/2/17,NG5
2465543488,167.43,154.28,10/2/17,10/31/17,NG5
2465550064,177.19,172.71,10/31/17,12/1/17,NG5
2465558727,134.86,136.07,12/1/17,1/3/18,NG5
2465681050,80.89,82.84,1/3/18,2/1/18,NG5
2465688010,212.4,223.86,2/1/18,3/5/18,NG5
2465688667,138.66,135.38,3/5/18,4/4/18,NG5
2465776810,173.87,154.22,4/4/18,5/3/18,NG5
2465830811,82.91,81.03,5/3/18,6/3/18,NG5
2465837346,19.88,28.71,6/4/18,7/3/18,NG5
2466063075,19.81,28.83,7/3/18,8/2/18,NG5
2467085628,38.57,44.1,8/2/18,8/31/18,NG5
2547726459,183.12,165.86,9/1/18,10/2/18,NG5
2602750955,176.84,162.68,10/2/18,10/31/18,NG5
2602826489,176.67,173.93,10/31/18,12/3/18,NG5
2602982984,109.98,127.97,12/3/18,1/3/19,NG5
2662469735,46.27,57.59,1/3/19,2/1/19,NG5
2742629247,203.99,201.16,2/1/19,3/5/19,NG5
2801031783,133.67,133.25,3/6/19,4/3/19,NG5
2894132935,156.82,142.47,4/4/19,5/3/19,NG5
3077565276,103.9,98.18,5/4/19,6/4/19,NG5
3077628142,20.91,32.16,6/5/19,7/2/19,NG5
3113808896,20.87,31.34,7/3/19,8/2/19,NG5
3187402075,34.43,41.15,8/3/19,8/30/19,NG5
3289355127,162.92,139.8,8/31/19,10/1/19,NG5
3363321286,151.44,143.57,10/2/19,10/30/19,NG5
3428274614,178.42,170.15,10/31/19,12/2/19,NG5
3697881206,107.78,106.65,12/3/19,1/2/20,NG5
3697945459,51.47,55.79,1/3/20,1/31/20,NG5
3890589527,203.59,177.84,2/1/20,3/3/20,NG5
4608730882,83.96,79.52,3/3/20,4/2/20,NG5
4608835031,34.67,40.77,4/2/20,5/1/20,NG5
4609083453,30.38,38.06,5/1/20,6/3/20,NG5
4609112224,49.23,51.04,6/3/20,7/2/20,NG5
4610707421,96.18,82.04,7/2/20,7/31/20,NG5
4611143327,93.9,84.71,7/31/20,9/1/20,NG5
4611255701,26.14,37.54,9/1/20,9/30/20,NG5
4611416555,29.27,38.6,9/30/20,10/30/20,NG5
4611564985,34.53,45.75,10/30/20,12/1/20,NG5
4611736096,43.95,54.29,12/1/20,12/31/20,NG5
4622122832,68.08,71.79,12/31/20,2/2/21,NG5
2457924395,686.33,695.83,12/1/16,1/3/17,NG6
2458136353,1975.98,2119.02,1/3/17,2/1/17,NG6
2458147013,929.2,944.06,2/1/17,3/3/17,NG6
2458155797,1409.1,1329.47,3/3/17,4/3/17,NG6
2464653443,229.66,212.51,4/3/17,5/3/17,NG6
2465382536,158.99,149.22,5/3/17,6/2/17,NG6
2465382791,0,12.39,6/2/17,7/3/17,NG6
2465395874,6.4,17.88,7/3/17,8/2/17,NG6
2465457131,4.27,16.01,8/2/17,8/31/17,NG6
2465533485,16.01,26.04,8/31/17,10/2/17,NG6
2465543259,119.73,113.87,10/2/17,10/31/17,NG6
2465550029,618.04,597.71,10/31/17,12/1/17,NG6
2465558066,2083.7,2051.96,12/1/17,1/3/18,NG6
2465681008,1836.23,1761.48,1/3/18,2/1/18,NG6
2465687925,1171.98,1218.74,2/1/18,3/5/18,NG6
2465688699,939.04,892.41,3/5/18,4/4/18,NG6
2465776925,397,337.15,4/4/18,5/3/18,NG6
2465830771,130.8,120.91,5/3/18,6/4/18,NG6
2465837378,4.28,15.63,6/4/18,7/3/18,NG6
2466050870,29.82,37.36,7/3/18,8/2/18,NG6
2547730767,54.42,69.59,8/2/18,10/2/18,NG6
2602755005,337.82,299.81,10/2/18,10/31/18,NG6
2602830604,930.24,892.67,10/31/18,12/3/18,NG6
2602985023,1105.4,1224.63,12/3/18,1/3/19,NG6
2662469978,1837.99,1896.68,1/3/19,2/1/19,NG6
2742637781,972.17,935.63,2/1/19,3/5/19,NG6
2801032297,765.58,728.59,3/6/19,4/3/19,NG6
2894141326,273.12,236.66,4/4/19,5/3/19,NG6
3077566004,149.03,134.17,5/4/19,6/4/19,NG6
3077631851,9.61,23.13,6/5/19,7/3/19,NG6
3113803862,5.33,19.51,7/4/19,8/2/19,NG6
3187402980,3.2,17.86,8/3/19,9/3/19,NG6
3289355785,11.74,24.46,9/4/19,10/2/19,NG6
3363331785,338.23,312.73,10/3/19,10/31/19,NG6
3428278614,289.94,275.99,11/1/19,12/3/19,NG6
3697882014,624.33,572.45,12/4/19,1/3/20,NG6
3697946810,589.18,521.43,1/4/20,2/3/20,NG6
3890589836,454.59,389.86,2/4/20,3/4/20,NG6
4608731102,293.77,256.81,3/4/20,4/2/20,NG6
4608837454,144.88,131.8,4/2/20,5/4/20,NG6
4609084799,80.26,80.82,5/4/20,6/3/20,NG6
4609112619,2.14,17.7,6/3/20,7/2/20,NG6
4610710831,25.63,34.08,7/2/20,8/3/20,NG6
4611149190,1.07,17.52,8/3/20,9/1/20,NG6
4611257038,74.76,76.23,9/1/20,10/1/20,NG6
4611419817,106.8,104.21,10/1/20,10/30/20,NG6
4611565891,290.78,285.48,10/30/20,12/2/20,NG6
4611737809,664.95,629.42,12/2/20,1/4/21,NG6
4622123663,550.02,503.5,1/4/21,2/4/21,NG6
2457925023,7.33,18.68,12/1/16,1/3/17,NG7
2458136487,6.3,18.33,1/3/17,2/1/17,NG7
2458147732,8.41,19.88,2/1/17,3/3/17,NG7
2458155714,1.05,13.31,3/3/17,4/3/17,NG7
2464653427,95.59,95.66,4/3/17,5/3/17,NG7
2465381719,2.1,14.22,5/3/17,6/2/17,NG7
2465382001,0,12.39,6/2/17,7/3/17,NG7
2465397123,9.4,20.46,7/3/17,8/2/17,NG7
2465457006,1.04,13.28,8/2/17,8/31/17,NG7
2465532276,1.04,13.33,8/31/17,10/2/17,NG7
2465542800,2.09,14.21,10/2/17,10/31/17,NG7
2465549995,0,12.44,10/31/17,12/1/17,NG7
2465558019,1.05,13.38,12/1/17,1/3/18,NG7
2465680953,4.2,16.81,1/3/18,2/1/18,NG7
2465687852,52.57,66.81,2/1/18,3/5/18,NG7
2465688715,5.25,17.5,3/5/18,4/4/18,NG7
2465778114,10.47,20.63,4/4/18,5/3/18,NG7
2465828743,2.1,13.78,5/3/18,6/4/18,NG7
2465837415,55.46,58.55,6/4/18,7/3/18,NG7
2466047806,8.34,19.11,7/3/18,8/2/18,NG7
2467086460,20.85,29.37,8/2/18,8/31/18,NG7
2547734501,92.08,89.42,9/1/18,10/2/18,NG7
2602762839,19.88,28.97,10/2/18,10/31/18,NG7
2602833100,2.09,16.83,10/31/18,12/3/18,NG7
2602987440,1.05,15.95,12/3/18,1/3/19,NG7
2662471637,4.21,19.22,1/3/19,2/1/19,NG7
2742639641,9.46,23.37,2/1/19,3/5/19,NG7
2801032845,13.68,26.7,3/6/19,4/3/19,NG7
2894144358,3.16,18.01,4/3/19,5/3/19,NG7
3077566549,2.1,17.13,5/4/19,6/4/19,NG7
3077636141,21.95,32.96,6/5/19,7/3/19,NG7
3113804210,18.78,29.75,7/4/19,8/2/19,NG7
3187404363,2.09,59.9,8/3/19,11/22/19,NG7
3428284076,0,5.82,11/23/19,12/3/19,NG7
3890665874,1.05,17,12/4/19,1/3/20,NG7
3697947689,5.25,20.19,1/4/20,2/3/20,NG7
3890590792,17.84,29.94,2/4/20,3/4/20,NG7
4608732217,13.64,26.49,3/4/20,4/2/20,NG7
4608839913,9.45,22.92,4/2/20,5/4/20,NG7
4609084501,2.1,17.71,5/4/20,6/3/20,NG7
4609113591,8.38,22.13,6/3/20,7/2/20,NG7
4610714093,12.55,25.1,7/2/20,8/3/20,NG7
4611155176,8.35,22.77,8/3/20,9/1/20,NG7
4611260106,7.32,22.46,9/1/20,10/1/20,NG7
4611446204,6.27,21.36,10/1/20,10/30/20,NG7
4611568659,0,16.7,10/30/20,12/2/20,NG7
4611761467,1.05,17.5,12/2/20,1/4/21,NG7
4622124792,5.24,21.42,1/4/21,2/2/21,NG7
3918521546,1737.04,1701.57,12/1/16,1/3/17,NG8
3918521547,2494.53,2505.26,1/3/17,2/1/17,NG8
3918521548,2192.31,2110.48,2/1/17,3/3/17,NG8
3918521549,2683.92,2306.53,3/3/17,4/3/17,NG8
3918521550,1069.36,801.09,4/3/17,5/3/17,NG8
3918521551,964.2,722.81,5/3/17,6/2/17,NG8
3918521552,758.65,602.14,6/2/17,7/3/17,NG8
3918521553,960.83,718.68,7/3/17,8/2/17,NG8
3918521554,1070.49,777.84,8/2/17,8/31/17,NG8
3918521555,1196.86,856.51,8/31/17,10/2/17,NG8
3918521556,1196.04,853.16,10/2/17,10/31/17,NG8
3918521557,1960.57,1788.04,10/31/17,12/1/17,NG8
3918521558,3492.67,3064.33,12/1/17,1/3/18,NG8
3918521559,3151.37,2740.08,1/3/18,2/1/18,NG8
3918521560,2385.78,2362.38,2/1/18,3/5/18,NG8
3918521561,2047.34,1909.54,3/5/18,4/4/18,NG8
3918521562,1299.85,885.32,4/4/18,5/3/18,NG8
3918521563,964.44,697.79,5/3/18,6/4/18,NG8
3918521564,885.26,655.02,6/4/18,7/3/18,NG8
3918521565,872.46,656.27,7/3/18,8/2/18,NG8
3918521566,986.07,710.42,8/2/18,8/31/18,NG8
3918521567,1406.37,978.92,9/1/18,10/2/18,NG8
3918521568,1523.57,1069.12,10/2/18,10/31/18,NG8
3918521569,2613.49,2376,10/31/18,12/3/18,NG8
3918521570,2697.11,2784.02,12/3/18,1/3/19,NG8
3918521571,3178.59,2948.74,1/3/19,2/1/19,NG8
3918521572,3205.93,2756.03,2/2/19,3/5/19,NG8
3918521573,2235.47,2030.96,3/6/19,4/3/19,NG8
3918521574,1360.86,932.98,4/3/19,5/3/19,NG8
3918521575,1186.92,814.69,5/4/19,6/4/19,NG8
3918521576,905.31,656.71,6/5/19,7/2/19,NG8
3918521577,842,587.98,7/3/19,8/2/19,NG8
3918521578,857.65,583.29,8/3/19,8/30/19,NG8
3918521579,1220.89,793.55,8/31/19,10/1/19,NG8
3918521580,1261.61,875.37,10/2/19,10/30/19,NG8
3918521581,2222.38,1954.92,10/31/19,12/2/19,NG8
3918521582,2560.56,2160.46,12/3/19,1/3/20,NG8
3918521583,2266.88,1911.15,1/4/20,1/31/20,NG8
3918521584,2254.21,1726.46,2/1/20,3/3/20,NG8
4608747331,1642.38,1365.9,3/3/20,4/2/20,NG8
4608841756,1456.98,889.93,4/2/20,5/1/20,NG8
4609086416,1636.07,1000.65,5/1/20,6/3/20,NG8
4609115902,1108.17,674,6/3/20,7/2/20,NG8
4610720865,760,490.03,7/2/20,7/31/20,NG8
4611168236,1156.06,720.21,7/31/20,9/1/20,NG8
4611266805,1593.18,1053.81,9/1/20,9/30/20,NG8
4611482020,1925.62,1216.97,9/30/20,10/30/20,NG8
4611589002,2182.81,1906.21,10/30/20,12/1/20,NG8
4611771054,3110.97,2553.12,12/1/20,12/31/20,NG8
4622126266,2946.39,2295.58,12/31/20,2/2/21,NG8
2457940160,1737.04,1701.57,12/1/16,1/3/17,NG8
2458132830,2494.53,2505.26,1/3/17,2/1/17,NG8
2458148032,2192.31,2110.48,2/1/17,3/3/17,NG8
2458155586,2683.92,2306.53,3/3/17,4/3/17,NG8
2464653372,1069.36,801.09,4/3/17,5/3/17,NG8
2465377157,964.2,722.81,5/3/17,6/2/17,NG8
2465380614,758.65,602.14,6/2/17,7/3/17,NG8
2465398377,960.83,718.68,7/3/17,8/2/17,NG8
2465456509,1070.49,777.84,8/2/17,8/31/17,NG8
2465530493,1196.86,856.51,8/31/17,10/2/17,NG8
2465540111,1196.04,853.16,10/2/17,10/31/17,NG8
2465549568,1960.57,1788.04,10/31/17,12/1/17,NG8
2465556905,3492.67,3064.33,12/1/17,1/3/18,NG8
2465680788,3151.37,2740.08,1/3/18,2/1/18,NG8
2465686730,2385.78,2362.38,2/1/18,3/5/18,NG8
2465772449,2047.34,1909.54,3/5/18,4/4/18,NG8
2465778146,1299.85,885.32,4/4/18,5/3/18,NG8
2465836640,964.44,697.79,5/3/18,6/4/18,NG8
2465837831,885.26,655.02,6/4/18,7/3/18,NG8
2466046756,872.46,656.27,7/3/18,8/2/18,NG8
2467087350,986.07,710.42,8/2/18,8/31/18,NG8
2547741571,1406.37,978.92,9/1/18,10/2/18,NG8
2602773320,1523.57,1069.12,10/2/18,10/31/18,NG8
2602847505,2613.49,2376,10/31/18,12/3/18,NG8
2602994820,2697.11,2784.02,12/3/18,1/3/19,NG8
2662478452,3178.59,2948.74,1/3/19,2/1/19,NG8
2742665695,3205.93,2756.03,2/2/19,3/5/19,NG8
2801034317,2235.47,2030.96,3/6/19,4/3/19,NG8
2894154468,1360.86,932.98,4/3/19,5/3/19,NG8
3077568970,1186.92,814.69,5/4/19,6/4/19,NG8
3077670859,905.31,656.71,6/5/19,7/2/19,NG8
3113805283,842,587.98,7/3/19,8/2/19,NG8
3187407179,857.65,583.29,8/3/19,8/30/19,NG8
3289409050,1220.89,793.55,8/31/19,10/1/19,NG8
3363399031,1261.61,875.37,10/2/19,10/30/19,NG8
3428291926,2222.38,1954.92,10/31/19,12/2/19,NG8
3697902908,2560.56,2160.46,12/3/19,1/3/20,NG8
3697985225,2266.88,1911.15,1/4/20,1/31/20,NG8
3890604122,2254.21,1726.46,2/1/20,3/3/20,NG8
2457961065,153.82,148.74,12/1/16,1/3/17,NG9
2458105300,177.36,186.75,1/3/17,2/1/17,NG9
2458148086,220.81,218.65,2/1/17,3/3/17,NG9
2458155280,190.13,174.43,3/3/17,4/3/17,NG9
2464653366,171.22,161.58,4/3/17,5/3/17,NG9
2465375053,121.97,117.37,5/3/17,6/2/17,NG9
2465375151,80.57,82.86,6/2/17,7/3/17,NG9
2465398881,85.64,85.91,7/3/17,8/2/17,NG9
2465455954,76.24,77.12,8/2/17,8/31/17,NG9
2465528457,193.21,176.58,8/31/17,10/2/17,NG9
2465539705,178.94,164.03,10/2/17,10/31/17,NG9
2465549466,199.2,188.8,10/31/17,12/1/17,NG9
2465556249,178.76,174.18,12/1/17,1/3/18,NG9
2465680757,121.85,117.4,1/3/18,2/1/18,NG9
2465685450,239.74,246.88,2/1/18,3/5/18,NG9
2465773389,171.22,161.28,3/5/18,4/4/18,NG9
2465778156,195.87,172.44,4/4/18,5/3/18,NG9
2465836665,131.18,121.23,5/3/18,6/4/18,NG9
2465837882,80.57,79.62,6/4/18,7/3/18,NG9
2466046739,88.6,87.28,7/3/18,8/2/18,NG9
2467087489,103.19,97.86,8/2/18,8/31/18,NG9
2547742114,146.5,135.16,9/1/18,10/2/18,NG9
2602775335,178.94,164.46,10/2/18,10/31/18,NG9
2602849426,193.4,184.96,10/31/18,12/3/18,NG9
2602995854,150.83,168.16,12/3/18,1/3/19,NG9
2662482238,121.97,129.01,1/3/19,2/1/19,NG9
2742672180,200.83,193.45,2/2/19,3/5/19,NG9
2801034460,150.51,144.67,3/6/19,4/3/19,NG9
2894154986,170.5,153.54,4/4/19,5/3/19,NG9
3077569295,139.58,126.63,5/4/19,6/4/19,NG9
3077679325,77.36,77.23,6/5/19,7/3/19,NG9
3113805387,84.26,78.22,7/4/19,8/2/19,NG9
3187408113,129.38,112.21,8/3/19,9/3/19,NG9
3289409235,82.51,78.57,9/4/19,10/2/19,NG9
3363399314,156.66,145.21,10/3/19,10/31/19,NG9
3428294582,193.02,179.97,11/1/19,12/3/19,NG9
3697904425,128.71,122.05,12/4/19,1/3/20,NG9
3697986014,105.05,97.42,1/4/20,2/3/20,NG9
3890640682,207.79,178.63,2/4/20,3/4/20,NG9
4608748947,114.39,101.75,3/4/20,4/2/20,NG9
4608842796,75.63,69.86,4/2/20,5/4/20,NG9
4609085962,64.94,62.95,5/4/20,6/3/20,NG9
4609117790,149.78,122.27,6/3/20,7/2/20,NG9
4610721905,168.31,131.93,7/2/20,8/3/20,NG9
4611169701,88.69,80.95,8/3/20,9/1/20,NG9
4611267785,111.86,105.81,9/1/20,10/1/20,NG9
4611499452,114.99,102.85,10/1/20,10/30/20,NG9
4611775749,40.81,68.19,10/30/20,1/4/21,NG9
4622126783,98.46,96.21,1/4/21,2/2/21,NG9